row_id,phone_number_hash,area_code,carrier_id,user_region,timestamp,call_duration_seconds,answered,call_frequency_24h,call_frequency_7d,spoofing_signal,complaint_count_7d,complaint_count_30d,known_business,business_verified,known_scam_cluster,blocklist_match,allowlist_match,first_seen_days_ago,risk_score,risk_label,high_risk_binary
1644,399e4ad65fbd25de,305,carrier_att,US-GA,2026-05-18T18:42:00,159,1,4,5,0,0,2,1,1,0,0,1,95,0.02,Safe,0
1645,9821252fa16a5129,713,carrier_sprint,US-OH,2026-05-13T12:46:00,0,0,20,72,0,12,10,0,0,1,0,0,7,0.95,Suspicious,1
1646,501fcc7bad9ed49f,312,carrier_sprint,US-NC,2026-05-02T07:33:00,8,1,37,105,0,9,29,0,0,1,0,0,3,0.9,Suspicious,1
1647,48dc14cb40f36b26,313,carrier_tmobile,US-IL,2026-05-09T08:21:00,251,1,0,0,0,0,1,0,0,0,0,0,105,0.35,Safe,0
1648,be0e3a6ed9cb5201,415,carrier_sprint,US-CA,2026-05-06T06:32:00,58,1,6,16,0,2,3,0,0,0,0,0,29,0.35,Unknown,0
1649,fd0c5065c4a8968b,888,carrier_voip_001,US-TX,2026-05-09T20:54:00,63,1,9,76,0,0,5,0,0,0,0,0,153,0.35,Unknown,0
1650,b6f88680c3823512,415,carrier_sprint,US-NY,2026-05-07T20:39:00,458,1,0,1,0,0,1,1,0,0,0,0,310,0.15,Safe,0
1651,52326769ad9f4d53,404,carrier_tmobile,US-PA,2026-05-01T09:25:00,0,0,4,49,0,1,10,0,0,0,0,0,111,0.35,Unknown,0
1652,6f4ab8d9a3bbbebf,704,carrier_voip_002,US-NC,2026-05-07T19:59:00,0,0,4,75,0,3,7,0,0,0,0,0,175,0.45,Unknown,0
1653,b66f375b0e587895,404,carrier_voip_001,US-PA,2026-05-06T11:11:00,0,0,70,162,1,20,133,0,0,0,0,0,2,1.0,High Risk,1
1654,c68e3c71b5f92217,215,carrier_tmobile,US-FL,2026-05-06T11:35:00,419,1,5,16,0,0,0,1,1,0,0,0,466,0.0,Safe,0
1655,be49e602a692e286,704,carrier_tmobile,US-OH,2026-05-16T18:18:00,60,1,6,50,0,0,2,0,0,0,0,0,129,0.35,Unknown,0
1656,e682bbabbe291d27,313,carrier_unknown,US-NY,2026-05-13T16:30:00,33,1,93,162,0,35,43,0,0,0,0,0,4,0.9,High Risk,1
1657,c38178890fd094a1,900,carrier_voip_001,US-IL,2026-05-17T19:02:00,0,0,42,452,1,37,90,0,0,1,0,0,1,1.0,High Risk,1
1658,671e30bb2aa2eb43,900,carrier_tmobile,US-CA,2026-05-15T07:40:00,518,1,4,5,0,0,1,1,1,0,0,1,517,0.02,Safe,0
1659,5725381b374db310,404,carrier_voip_002,US-MI,2026-05-02T21:17:00,0,0,3,25,0,0,2,1,0,0,0,0,171,0.15,Unknown,0
1660,a606e39306012c48,900,carrier_att,US-PA,2026-05-13T11:56:00,589,1,1,5,0,0,0,0,0,0,0,0,275,0.35,Safe,0
1661,e6b69915c230e957,900,carrier_voip_002,US-FL,2026-05-19T20:23:00,94,1,3,27,0,2,2,0,0,0,0,0,115,0.35,Unknown,0
1662,3cf902ba1b1c4712,704,carrier_voip_001,US-PA,2026-05-14T21:16:00,0,0,66,403,0,59,51,0,0,0,0,0,10,1.0,High Risk,1
1663,fd9ab9efa773e5ff,713,carrier_voip_002,US-FL,2026-05-18T19:22:00,0,0,21,127,1,7,40,0,0,0,0,0,11,0.75,Suspicious,1
1664,8903fffbab7a6e12,876,carrier_verizon,US-FL,2026-05-14T21:13:00,454,1,2,17,0,0,2,0,0,0,0,0,421,0.35,Safe,0
1665,d66d4c59271bd2ec,900,carrier_att,US-MI,2026-05-17T15:15:00,497,1,1,4,0,0,0,0,0,0,0,0,544,0.35,Safe,0
1666,fbdf8938cba5d757,614,carrier_voip_002,US-IL,2026-05-18T07:22:00,0,0,13,42,0,2,3,0,0,0,0,0,159,0.35,Unknown,0
1667,dfa011210b4b8857,215,carrier_tmobile,US-TX,2026-05-06T12:36:00,216,1,5,1,0,0,2,1,1,0,0,0,68,0.0,Safe,0
1668,87a293a107da3324,614,carrier_unknown,US-NC,2026-05-08T06:04:00,0,0,87,222,1,52,80,0,0,0,0,0,10,1.0,High Risk,1
1669,2b3eaa0e76379b65,312,carrier_voip_002,US-CA,2026-05-04T15:13:00,16,1,39,331,1,17,126,0,0,1,1,0,5,0.98,High Risk,1
1670,fa805b5ef14c8bcc,312,carrier_voip_001,US-CA,2026-05-07T08:51:00,0,0,58,500,1,58,126,0,0,0,0,0,9,1.0,High Risk,1
1671,dfacce514c83937a,415,carrier_tmobile,US-OH,2026-05-05T19:53:00,0,0,2,18,0,0,0,1,0,0,0,0,249,0.15,Safe,0
1672,189bddc73a7e5149,313,carrier_att,US-TX,2026-05-09T19:02:00,365,1,0,16,0,0,1,1,1,0,0,0,418,0.0,Safe,0
1673,6d52de726ac4c5e6,704,carrier_sprint,US-NY,2026-05-02T19:08:00,240,1,0,15,0,0,2,0,0,0,0,0,426,0.35,Safe,0
1674,3664bc0a8f41ebf7,312,carrier_tmobile,US-CA,2026-05-14T11:48:00,502,1,1,7,0,0,1,1,1,0,0,0,148,0.0,Safe,0
1675,de102eda19c61b2a,713,carrier_sprint,US-IL,2026-05-14T13:05:00,42,1,10,181,1,7,26,0,0,0,0,0,15,0.65,Suspicious,1
1676,0307168154c30870,415,carrier_unknown,US-TX,2026-05-05T19:28:00,0,0,17,136,0,4,23,0,0,0,0,0,4,0.5,Suspicious,1
1677,86e3eb13d5256a91,404,carrier_att,US-FL,2026-05-05T17:38:00,170,1,1,16,0,0,2,1,1,0,0,0,152,0.0,Safe,0
1678,d5db73a6bcdc2609,312,carrier_tmobile,US-OH,2026-05-15T18:29:00,385,1,5,4,0,0,2,1,1,0,0,1,321,0.02,Safe,0
1679,7961a0346ff7893a,212,carrier_sprint,US-CA,2026-05-12T13:58:00,269,1,0,9,0,0,2,1,0,0,0,0,267,0.15,Safe,0
1680,85676e5d744190e4,900,carrier_unknown,US-OH,2026-05-04T20:38:00,92,1,12,71,0,3,1,1,0,0,0,0,11,0.25,Unknown,0
1681,e3c3f3fd214938c0,415,carrier_sprint,US-NY,2026-05-17T21:14:00,0,0,39,165,1,6,37,0,0,0,0,0,24,0.75,Suspicious,1
1682,ca295d387e47e92d,800,carrier_att,US-PA,2026-05-01T17:08:00,0,0,6,60,0,0,5,0,0,0,0,0,118,0.35,Unknown,0
1683,9bc917374d0b1cda,900,carrier_att,US-CA,2026-05-09T14:20:00,216,1,3,20,0,0,1,1,1,0,0,0,142,0.0,Safe,0
1684,def09abf3de9abc9,313,carrier_verizon,US-OH,2026-05-10T17:56:00,50,1,5,12,0,0,2,0,0,0,0,1,566,0.02,Safe,0
1685,81ef4cfa42df31e5,800,carrier_tmobile,US-NY,2026-05-14T20:43:00,225,1,3,12,0,0,0,1,1,0,0,1,679,0.02,Safe,0
1686,a62932d1579cdb4f,312,carrier_verizon,US-TX,2026-05-15T11:04:00,264,1,5,4,0,0,0,0,0,0,0,0,158,0.35,Safe,0
1687,27b30ddcbac25229,800,carrier_verizon,US-NY,2026-05-12T13:11:00,575,1,3,1,0,0,0,1,1,0,0,1,300,0.02,Safe,0
1688,cc9372db425735db,215,carrier_sprint,US-NC,2026-05-16T13:47:00,39,1,31,149,0,11,13,0,0,1,0,0,29,0.9,Suspicious,1
1689,d5b557ccb1514648,312,carrier_voip_001,US-GA,2026-05-04T07:30:00,37,1,7,72,0,3,7,1,0,0,0,0,97,0.25,Unknown,0
1690,9464fc2eeea366c1,900,carrier_verizon,US-NY,2026-05-15T06:33:00,199,1,4,11,0,0,0,0,0,0,0,0,681,0.35,Safe,0
1691,e7d0778716ee4d9d,876,carrier_voip_002,US-NY,2026-05-05T18:22:00,0,0,28,70,0,12,18,0,0,1,0,0,14,0.9,Suspicious,1
1692,146811eb961a2556,876,carrier_voip_001,US-GA,2026-05-17T22:26:00,0,0,10,64,0,3,1,0,0,0,0,0,36,0.45,Unknown,0
1693,8ca940dca1ab615a,713,carrier_tmobile,US-NC,2026-05-12T21:13:00,40,1,2,12,0,0,0,1,1,0,0,0,511,0.0,Safe,0
1694,f24b782bd4b9a852,404,carrier_voip_001,US-CA,2026-05-13T08:19:00,0,0,26,172,0,14,19,1,0,0,0,0,9,0.45,Suspicious,1
1695,7ccd2cab4c9ca039,704,carrier_tmobile,US-TX,2026-05-06T09:23:00,114,1,1,6,0,0,0,1,1,0,0,1,528,0.02,Safe,0
1696,10e5ac9cc25d74a6,313,carrier_sprint,US-NC,2026-05-11T18:34:00,271,1,3,17,0,0,2,1,0,0,0,0,550,0.15,Safe,0
1697,b9614ec3ca6d7d39,900,carrier_voip_001,US-OH,2026-05-08T18:46:00,0,0,27,260,1,39,110,0,0,0,1,0,4,0.98,High Risk,1
1698,9dfea17681a66a02,404,carrier_verizon,US-CA,2026-05-09T08:02:00,81,1,5,28,0,0,10,0,0,0,0,0,21,0.35,Unknown,0
1699,33a69b1b9f4ae15d,800,carrier_att,US-IL,2026-05-03T09:28:00,29,1,4,79,0,3,2,1,0,0,0,0,129,0.25,Unknown,0
1700,e7528177052f0193,614,carrier_voip_002,US-CA,2026-05-10T20:39:00,0,0,25,135,0,13,24,0,0,0,0,0,19,0.65,Suspicious,1
1701,51aa7c75ed548e74,800,carrier_voip_001,US-NY,2026-05-17T09:35:00,0,0,42,204,1,46,55,0,0,1,0,0,5,1.0,High Risk,1
1702,fd73a556ef0a799c,415,carrier_unknown,US-MI,2026-05-04T19:12:00,0,0,26,371,1,19,103,0,0,0,0,0,5,1.0,High Risk,1
1703,cecb2d6821f57342,312,carrier_sprint,US-NY,2026-05-07T21:58:00,327,1,2,11,0,0,1,0,0,0,0,0,484,0.35,Safe,0
1704,914277bf5ad469a2,614,carrier_voip_001,US-TX,2026-05-01T21:04:00,31,1,6,77,0,0,6,0,0,0,0,0,19,0.35,Unknown,0
1705,c80349420e48c202,614,carrier_unknown,US-FL,2026-05-03T21:39:00,0,0,32,93,1,4,22,0,0,1,0,0,6,1.0,Suspicious,1
1706,88ff6d2a96998d7a,704,carrier_voip_001,US-TX,2026-05-10T17:33:00,50,1,15,15,0,2,9,0,0,0,0,0,179,0.35,Unknown,0
1707,2a7846ed9b96c37c,312,carrier_verizon,US-PA,2026-05-05T10:58:00,300,1,3,7,0,0,2,1,1,0,0,0,186,0.0,Safe,0
1708,e2c9821bce5c0210,888,carrier_voip_002,US-TX,2026-05-06T09:52:00,36,1,12,97,0,8,27,1,0,0,0,0,29,0.25,Suspicious,1
1709,f574225b6f9bb42c,713,carrier_tmobile,US-IL,2026-05-11T13:06:00,227,1,0,3,0,0,2,1,1,0,0,0,426,0.0,Safe,0
1710,720566a34baf3aa8,415,carrier_sprint,US-FL,2026-05-10T17:56:00,80,1,3,70,0,3,8,0,0,0,0,0,166,0.45,Unknown,0
1711,f807bc06e3169a83,312,carrier_unknown,US-NY,2026-05-11T08:26:00,0,0,29,437,0,54,117,0,0,0,0,0,10,0.95,High Risk,1
1712,cfdf52e2ceac2861,415,carrier_unknown,US-CA,2026-05-10T06:45:00,0,0,16,170,0,6,39,1,0,0,0,0,6,0.3,Suspicious,1
1713,67d5fa201a1a38e7,404,carrier_att,US-OH,2026-05-14T13:11:00,0,0,14,44,0,0,9,0,0,0,0,0,65,0.35,Unknown,0
1714,cc1632f1270d3d7c,713,carrier_tmobile,US-OH,2026-05-05T06:10:00,581,1,0,3,0,0,2,1,1,0,0,1,232,0.02,Safe,0
1715,d91a977b963f6f22,313,carrier_sprint,US-MI,2026-05-03T16:26:00,542,1,4,9,0,0,1,1,1,0,0,0,180,0.0,Safe,0
1716,245a5e3cb11996dd,800,carrier_tmobile,US-MI,2026-05-05T15:53:00,342,1,2,15,0,0,1,1,1,0,0,0,257,0.0,Safe,0
1717,c6ed5eb46bb63694,212,carrier_tmobile,US-CA,2026-05-09T11:47:00,407,1,1,12,0,0,0,1,0,0,0,1,718,0.02,Safe,0
1718,357d33a8ded17f41,313,carrier_tmobile,US-FL,2026-05-08T13:34:00,598,1,3,12,0,0,1,1,0,0,0,0,237,0.15,Safe,0
1719,c8fad76c54029ade,305,carrier_tmobile,US-IL,2026-05-05T14:41:00,251,1,0,20,0,0,2,0,0,0,0,1,76,0.02,Safe,0
1720,52895b2db26271a9,312,carrier_verizon,US-NC,2026-05-08T14:13:00,322,1,5,5,0,0,2,0,0,0,0,1,255,0.02,Safe,0
1721,fa854c793272af5a,212,carrier_verizon,US-PA,2026-05-13T10:35:00,270,1,4,8,0,0,2,1,1,0,0,0,354,0.0,Safe,0
1722,1c17a74759b5ac7b,713,carrier_tmobile,US-MI,2026-05-09T21:53:00,550,1,2,0,0,0,2,0,0,0,0,1,632,0.02,Safe,0
1723,1ef6c2eb0e1d56bc,713,carrier_tmobile,US-IL,2026-05-15T09:51:00,60,1,4,13,0,0,1,1,1,0,0,1,541,0.02,Safe,0
1724,b25b793e12d973ed,215,carrier_tmobile,US-MI,2026-05-13T18:33:00,0,0,4,18,0,0,1,1,1,0,0,0,277,0.0,Safe,0
1725,ef3ab8a6b422a558,312,carrier_att,US-IL,2026-05-03T14:39:00,458,1,4,8,0,0,1,1,1,0,0,0,717,0.0,Safe,0
1726,99168286fc5dc792,212,carrier_voip_001,US-OH,2026-05-12T19:27:00,0,0,52,418,0,31,141,0,0,0,0,0,1,1.0,High Risk,1
1727,d982f0d9e8f341fa,614,carrier_tmobile,US-MI,2026-05-19T11:13:00,314,1,5,16,0,0,1,0,0,0,0,0,453,0.35,Safe,0
1728,2c17e562fd84d3db,215,carrier_sprint,US-OH,2026-05-11T19:26:00,0,0,23,197,1,11,20,0,0,0,0,0,13,0.85,Suspicious,1
1729,ca4799c8b8f265e0,876,carrier_verizon,US-CA,2026-05-11T20:07:00,564,1,1,8,0,0,0,0,0,0,0,0,542,0.35,Safe,0
1730,e3c64af497ca1b84,313,carrier_att,US-TX,2026-05-14T13:33:00,323,1,5,7,0,0,2,1,1,0,0,0,236,0.0,Safe,0
1731,5d929b3b511af5fa,215,carrier_sprint,US-NC,2026-05-01T08:54:00,0,0,23,193,1,3,31,0,0,0,0,0,3,0.85,Suspicious,1
1732,bdf2c7e0d38344ba,215,carrier_unknown,US-OH,2026-05-12T10:58:00,0,0,12,52,0,0,9,1,0,0,0,0,82,0.15,Unknown,0
1733,3e9d6ee0f92d5c22,404,carrier_tmobile,US-NC,2026-05-10T15:13:00,235,1,3,1,0,0,0,1,1,0,0,1,258,0.02,Safe,0
1734,a3b9b69016c57808,215,carrier_voip_002,US-TX,2026-05-03T21:45:00,0,0,22,112,0,6,13,0,0,1,0,0,10,0.8,Suspicious,1
1735,033b7e3a08313da6,888,carrier_unknown,US-IL,2026-05-13T13:25:00,0,0,38,164,0,7,18,0,0,0,0,0,8,0.55,Suspicious,1
1736,449c8e04e4089c43,876,carrier_tmobile,US-NC,2026-05-09T15:41:00,0,0,4,19,0,0,1,0,0,0,0,1,567,0.02,Safe,0
1737,c75ae1ef1d03578b,704,carrier_voip_002,US-PA,2026-05-08T21:24:00,0,0,5,55,0,1,7,0,0,0,0,0,14,0.35,Unknown,0
1738,1008e78521315596,614,carrier_sprint,US-PA,2026-05-12T12:19:00,330,1,2,4,0,0,0,0,0,0,0,0,538,0.35,Safe,0
1739,fefaffdd5e0cd47b,888,carrier_voip_001,US-NC,2026-05-02T19:23:00,0,0,30,103,0,3,29,0,0,0,0,0,4,0.6,Suspicious,1
1740,6cd51c489a8daab8,404,carrier_tmobile,US-GA,2026-05-08T16:11:00,447,1,5,9,0,0,2,1,1,0,0,0,401,0.0,Safe,0
1741,22c1c32474e1ed57,312,carrier_voip_001,US-MI,2026-05-19T17:52:00,20,1,26,168,1,31,99,0,0,0,0,0,1,1.0,High Risk,1
1742,7c7ecd36b2408049,404,carrier_tmobile,US-GA,2026-05-17T12:47:00,0,0,12,74,0,3,5,1,0,0,0,0,33,0.25,Unknown,0
1743,63566518124c38d2,404,carrier_att,US-GA,2026-05-09T20:46:00,513,1,5,9,0,0,1,1,0,0,0,0,723,0.15,Safe,0
1744,42cf1b528b08d582,888,carrier_att,US-TX,2026-05-17T08:17:00,398,1,1,19,0,0,0,0,0,0,0,0,437,0.35,Safe,0
1745,24dd5b9c6c072c7a,305,carrier_sprint,US-IL,2026-05-08T19:11:00,112,1,3,33,0,1,7,0,0,0,0,0,11,0.35,Unknown,0
1746,723156e3b08327d6,614,carrier_verizon,US-CA,2026-05-18T08:16:00,0,0,1,2,0,0,2,1,1,0,0,0,521,0.0,Safe,0
1747,76bc7d6602d1905a,312,carrier_verizon,US-NC,2026-05-17T21:41:00,185,1,2,9,0,0,0,1,1,0,0,1,165,0.02,Safe,0
1748,5d4933ec8accbf5c,415,carrier_voip_001,US-OH,2026-05-03T22:43:00,0,0,77,361,0,34,150,0,0,1,1,0,1,0.98,High Risk,1
1749,10a9e830bee85edd,614,carrier_tmobile,US-MI,2026-05-06T09:31:00,554,1,1,8,0,0,1,0,0,0,0,0,140,0.35,Safe,0
1750,886c9a56e5410a0e,404,carrier_voip_002,US-PA,2026-05-11T17:51:00,0,0,11,197,0,11,19,0,0,0,0,0,8,0.55,Suspicious,1
1751,0e84a98b79deb3db,704,carrier_att,US-NY,2026-05-18T07:46:00,600,1,4,5,0,0,0,1,0,0,0,1,285,0.02,Safe,0
1752,f256e46e235fbbba,900,carrier_sprint,US-IL,2026-05-12T20:47:00,0,0,37,148,1,6,18,0,0,0,0,0,12,0.75,Suspicious,1
1753,19f7fcbcf4ab0a01,614,carrier_voip_001,US-OH,2026-05-13T08:12:00,10,1,33,76,0,5,12,0,0,0,0,0,12,0.55,Suspicious,1
1754,56c62db4845ec900,614,carrier_att,US-MI,2026-05-04T07:39:00,466,1,0,2,0,0,1,1,1,0,0,0,363,0.0,Safe,0
1755,9d6d4753221fa504,313,carrier_tmobile,US-MI,2026-05-10T09:50:00,327,1,5,10,0,0,1,1,1,0,0,0,303,0.0,Safe,0
1756,1a32a2194c7d58ca,800,carrier_att,US-GA,2026-05-01T19:06:00,0,0,3,19,0,0,2,1,1,0,0,0,144,0.0,Safe,0
1757,9c25abe3d48a7794,415,carrier_att,US-CA,2026-05-13T10:26:00,99,1,4,12,0,0,8,1,0,0,0,0,71,0.15,Unknown,0
1758,87824d39771f09f6,800,carrier_unknown,US-FL,2026-05-13T10:01:00,0,0,13,73,0,2,10,0,0,0,0,0,104,0.35,Unknown,0
1759,71158073a2b9cb0a,212,carrier_sprint,US-TX,2026-05-05T10:35:00,375,1,5,2,0,0,2,1,1,0,0,1,709,0.02,Safe,0
1760,3340bdf401ff7b86,312,carrier_tmobile,US-FL,2026-05-07T20:07:00,146,1,0,1,0,0,2,1,0,0,0,1,407,0.02,Safe,0
1761,0312e835d4113056,415,carrier_sprint,US-CA,2026-05-01T18:02:00,165,1,5,1,0,0,1,1,1,0,0,0,717,0.0,Safe,0
1762,9e0e9e3009f51b30,800,carrier_att,US-NC,2026-05-19T06:16:00,364,1,3,11,0,0,1,0,0,0,0,1,468,0.02,Safe,0
1763,3b72f9d8d44b796b,704,carrier_voip_001,US-NC,2026-05-12T19:51:00,0,0,99,408,1,36,95,0,0,1,1,0,1,0.98,High Risk,1
1764,e1d1f02306f92deb,800,carrier_att,US-CA,2026-05-07T18:42:00,258,1,4,16,0,0,1,0,0,0,0,0,495,0.35,Safe,0
1765,b8c6a7feb9179d15,312,carrier_voip_002,US-MI,2026-05-19T14:42:00,0,0,14,55,0,4,13,0,0,0,0,0,3,0.55,Suspicious,1
1766,6b70c8c458c8d7ed,888,carrier_unknown,US-MI,2026-05-19T16:46:00,0,0,6,75,0,0,3,0,0,0,0,0,72,0.35,Unknown,0
1767,3004d53705d03be6,313,carrier_verizon,US-OH,2026-05-10T20:08:00,385,1,0,18,0,0,2,0,0,0,0,1,636,0.02,Safe,0
1768,2b6b52f30ec11217,876,carrier_voip_002,US-NC,2026-05-16T06:51:00,51,1,40,154,0,10,16,0,0,0,0,0,10,0.65,Suspicious,1
1769,fb8c94fe561ba2a4,415,carrier_voip_001,US-NC,2026-05-18T11:55:00,15,1,22,185,0,14,34,0,0,0,0,0,24,0.65,Suspicious,1
1770,d729a545e4b03916,215,carrier_voip_001,US-GA,2026-05-18T15:43:00,0,0,39,419,1,28,59,0,0,1,0,0,8,1.0,High Risk,1
1771,5ed430890f5c2ba3,614,carrier_voip_001,US-CA,2026-05-09T16:53:00,0,0,11,12,0,3,4,0,0,0,0,0,129,0.45,Unknown,0
1772,96b54c45b5320cd2,888,carrier_sprint,US-FL,2026-05-09T20:17:00,177,1,2,20,0,0,0,1,1,0,0,0,397,0.0,Safe,0
1773,7c1b0b3a324a50f0,305,carrier_voip_002,US-MI,2026-05-16T19:16:00,44,1,74,500,1,25,94,0,0,0,0,0,10,1.0,High Risk,1
1774,95b424585329716a,313,carrier_sprint,US-TX,2026-05-08T06:58:00,466,1,2,2,0,0,1,0,0,0,0,0,174,0.35,Safe,0
1775,2a4b6965b36ae61e,415,carrier_tmobile,US-FL,2026-05-19T21:41:00,102,1,4,5,0,0,0,0,0,0,0,0,256,0.35,Safe,0
1776,b08846b4922ebf35,900,carrier_sprint,US-FL,2026-05-18T07:36:00,405,1,4,8,0,0,2,0,0,0,0,1,674,0.02,Safe,0
1777,767ca839aeb25ab0,876,carrier_verizon,US-TX,2026-05-10T06:04:00,223,1,5,1,0,0,0,0,0,0,0,0,94,0.35,Safe,0
1778,56661d042d1125b7,404,carrier_sprint,US-IL,2026-05-01T17:15:00,294,1,1,11,0,0,2,1,0,0,0,0,414,0.15,Safe,0
1779,73633de21911ec05,313,carrier_voip_001,US-MI,2026-05-07T18:59:00,47,1,9,72,0,2,6,1,0,0,0,0,41,0.15,Unknown,0
1780,9bce2658742c3929,312,carrier_verizon,US-OH,2026-05-17T17:47:00,0,0,4,4,0,0,2,1,0,0,0,0,701,0.15,Safe,0
1781,38bc6bc9b2bba276,713,carrier_unknown,US-MI,2026-05-06T18:11:00,0,0,52,435,1,30,150,0,0,1,0,0,5,1.0,High Risk,1
1782,ff028abd90bc3ad7,313,carrier_sprint,US-NC,2026-05-11T08:42:00,37,1,3,20,0,0,2,1,1,0,0,1,634,0.02,Safe,0
1783,1112b24b4dfdc1e0,305,carrier_verizon,US-MI,2026-05-11T12:43:00,329,1,3,11,0,0,1,1,1,0,0,0,366,0.0,Safe,0
1784,ab3fd069f1b19990,313,carrier_sprint,US-IL,2026-05-14T17:24:00,465,1,4,7,0,0,2,0,0,0,0,0,644,0.35,Safe,0
1785,2ecd16ffa3310462,614,carrier_verizon,US-GA,2026-05-14T21:42:00,328,1,2,10,0,0,1,0,0,0,0,1,275,0.02,Safe,0
1786,34d0e78dc08c496e,313,carrier_unknown,US-PA,2026-05-10T09:22:00,0,0,15,86,0,14,10,0,0,0,0,0,4,0.6,Suspicious,1
1787,41f94329c99e28f0,888,carrier_tmobile,US-NC,2026-05-09T13:42:00,0,0,0,1,0,0,0,1,1,0,0,1,525,0.02,Safe,0
1788,b256b7e2c52af345,800,carrier_sprint,US-OH,2026-05-10T09:25:00,291,1,1,11,0,0,1,1,1,0,0,0,166,0.0,Safe,0
1789,1368453dfcd580d9,704,carrier_tmobile,US-NY,2026-05-16T15:53:00,33,1,4,10,0,0,0,1,1,0,0,0,441,0.0,Safe,0
1790,81f67cfd00548121,215,carrier_sprint,US-IL,2026-05-06T13:13:00,29,1,9,15,0,1,8,0,0,0,0,0,170,0.35,Unknown,0
1791,7ec34b1ff91a6a1b,305,carrier_sprint,US-NY,2026-05-19T21:46:00,275,1,3,3,0,0,1,1,1,0,0,0,708,0.0,Safe,0
1792,f756c86eda388ce8,313,carrier_sprint,US-GA,2026-05-02T09:29:00,103,1,14,50,0,2,0,0,0,0,0,0,79,0.35,Unknown,0
1793,47e0b652e85fba92,704,carrier_sprint,US-GA,2026-05-15T14:36:00,51,1,0,14,0,0,1,1,1,0,0,0,167,0.0,Safe,0
1794,ee95cd4e6eacb435,215,carrier_tmobile,US-GA,2026-05-19T13:42:00,107,1,5,77,0,2,5,0,0,0,0,0,46,0.35,Unknown,0
1795,f0d03fe15bb0e3c8,215,carrier_voip_001,US-CA,2026-05-17T19:02:00,0,0,8,35,0,3,7,0,0,0,0,0,179,0.45,Unknown,0
1796,61d27bb195c9236b,313,carrier_verizon,US-PA,2026-05-01T08:17:00,124,1,4,6,0,0,1,0,0,0,0,0,296,0.35,Safe,0
1797,8747a4b9e03799c9,888,carrier_voip_001,US-FL,2026-05-16T19:28:00,0,0,64,234,1,46,121,0,0,1,0,0,10,1.0,High Risk,1
1798,be9a64ea2987db31,404,carrier_verizon,US-IL,2026-05-12T19:53:00,482,1,0,6,0,0,2,0,0,0,0,0,71,0.35,Safe,0
1799,d328d66654784d84,404,carrier_att,US-GA,2026-05-05T22:55:00,0,0,2,5,0,0,2,1,0,0,0,0,665,0.15,Safe,0
1800,165ac7d093f9d9f8,312,carrier_voip_002,US-NY,2026-05-06T16:55:00,0,0,38,195,1,23,126,0,0,1,0,0,1,1.0,High Risk,1
1801,4dbb1d9f6d30e4a4,404,carrier_voip_002,US-OH,2026-05-11T20:16:00,0,0,15,79,0,1,5,0,0,0,0,0,107,0.35,Unknown,0
1802,69676efbaaf8c069,215,carrier_voip_001,US-TX,2026-05-18T16:05:00,103,1,5,57,0,2,4,1,0,0,0,0,140,0.15,Unknown,0
1803,8fb6e31845e2a698,704,carrier_sprint,US-FL,2026-05-14T22:19:00,236,1,0,10,0,0,0,1,1,0,0,0,612,0.0,Safe,0
1804,4bd34377363ded1a,312,carrier_unknown,US-NY,2026-05-07T13:20:00,0,0,40,70,0,7,22,0,0,0,0,0,11,0.55,Suspicious,1
1805,9e9f0fe8c82ffaa9,404,carrier_tmobile,US-PA,2026-05-15T21:02:00,419,1,1,17,0,0,0,0,0,0,0,1,61,0.02,Safe,0
1806,dfb7882eb09982cf,212,carrier_att,US-FL,2026-05-14T11:06:00,509,1,4,7,0,0,1,1,1,0,0,0,554,0.0,Safe,0
1807,38dd3cab7ea0f64c,305,carrier_verizon,US-MI,2026-05-13T15:41:00,246,1,4,12,0,0,2,1,1,0,0,0,648,0.0,Safe,0
1808,1f687b8637da0571,800,carrier_sprint,US-IL,2026-05-09T07:36:00,35,1,2,3,0,0,2,1,1,0,0,0,296,0.0,Safe,0
1809,7dccf70a0c5ef87e,704,carrier_att,US-MI,2026-05-18T08:47:00,69,1,1,10,0,0,2,0,0,0,0,0,670,0.35,Safe,0
1810,434e8d25358a927a,900,carrier_verizon,US-OH,2026-05-03T13:40:00,355,1,3,17,0,0,0,1,1,0,0,1,343,0.02,Safe,0
1811,985daa0558f384b0,212,carrier_voip_002,US-CA,2026-05-15T17:50:00,0,0,76,151,1,23,62,0,0,1,0,0,0,1.0,High Risk,1
1812,3010d37ca75b477a,900,carrier_sprint,US-OH,2026-05-01T19:23:00,48,1,39,109,0,6,34,0,0,0,0,0,29,0.55,Suspicious,1
1813,21a29dfa11518350,415,carrier_sprint,US-NC,2026-05-06T08:19:00,0,0,25,129,1,8,39,0,0,0,0,0,25,0.75,Suspicious,1
1814,80fe97e47f30eeb9,312,carrier_verizon,US-PA,2026-05-11T20:06:00,27,1,0,18,0,0,1,1,0,0,0,0,553,0.15,Safe,0
1815,d101dfe852b5b257,305,carrier_tmobile,US-NC,2026-05-13T06:21:00,21,1,6,14,0,2,6,0,0,0,0,0,153,0.35,Unknown,0
1816,29d1bd182ee12c13,876,carrier_voip_002,US-IL,2026-05-13T20:29:00,0,0,34,192,1,12,20,0,0,0,0,0,6,0.9,Suspicious,1
